cty,industry,industry_naics_code,industry_employment
39041,"Professional, scientific, & technical services",54,2737
39041,Management of companies & enterprises,55,2032
39041,Administrative & support & waste management & remediation serv,56,2513
39041,Educational services,61,1307
39041,Health care & social assistance,62,3120
39041,"Arts, entertainment, & recreation",71,727
39041,Accommodation & foodservices,72,4333
39041,Other services (except public administration),81,1816
39041,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39041,Unclassified,99,30
39043,"Agriculture, forestry, fishing, & hunting",11,0
39043,Mining,21,0
39043,Utilities,22,0
39043,Construction,23,1476
39043,Manufacturing,31,8816
39043,Wholesale trade,42,938
39043,Retail Trade,44,4788
39043,Transportation & Warehousing,48,609
39043,Information,51,374
39043,Finance & insurance,52,699
39043,Real estate & rental & leasing,53,579
39043,"Professional, scientific, & technical services",54,713
39043,Management of companies & enterprises,55,647
39043,Administrative & support & waste management & remediation serv,56,949
39043,Educational services,61,287
39043,Health care & social assistance,62,3734
39043,"Arts, entertainment, & recreation",71,663
39043,Accommodation & foodservices,72,3967
39043,Other services (except public administration),81,1708
39043,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39043,Unclassified,99,0
39045,"Agriculture, forestry, fishing, & hunting",11,2
39045,Mining,21,0
39045,Utilities,22,0
39045,Construction,23,2418
39045,Manufacturing,31,5388
39045,Wholesale trade,42,743
39045,Retail Trade,44,5663
39045,Transportation & Warehousing,48,574
39045,Information,51,335
39045,Finance & insurance,52,830
39045,Real estate & rental & leasing,53,500
39045,"Professional, scientific, & technical services",54,879
39045,Management of companies & enterprises,55,257
39045,Administrative & support & waste management & remediation serv,56,1857
39045,Educational services,61,239
39045,Health care & social assistance,62,4950
39045,"Arts, entertainment, & recreation",71,425
39045,Accommodation & foodservices,72,4012
39045,Other services (except public administration),81,1837
39045,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39045,Unclassified,99,49
39047,"Agriculture, forestry, fishing, & hunting",11,0
39047,Utilities,22,0
39047,Construction,23,253
39047,Manufacturing,31,2762
39047,Wholesale trade,42,374
39047,Retail Trade,44,2726
39047,Transportation & Warehousing,48,75
39047,Information,51,51
39047,Finance & insurance,52,233
39047,Real estate & rental & leasing,53,59
39047,"Professional, scientific, & technical services",54,85
39047,Management of companies & enterprises,55,66
39047,Administrative & support & waste management & remediation serv,56,362
39047,Educational services,61,0
39047,Health care & social assistance,62,913
39047,"Arts, entertainment, & recreation",71,60
39047,Accommodation & foodservices,72,938
39047,Other services (except public administration),81,286
39047,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39047,Unclassified,99,0
39049,"Agriculture, forestry, fishing, & hunting",11,59
39049,Mining,21,474
39049,Utilities,22,3185
39049,Construction,23,29353
39049,Manufacturing,31,51234
39049,Wholesale trade,42,38378
39049,Retail Trade,44,81699
39049,Transportation & Warehousing,48,23499
39049,Information,51,23120
39049,Finance & insurance,52,60783
39049,Real estate & rental & leasing,53,11068
39049,"Professional, scientific, & technical services",54,41048
39049,Management of companies & enterprises,55,26206
39049,Administrative & support & waste management & remediation serv,56,54681
39049,Educational services,61,8722
39049,Health care & social assistance,62,70962
39049,"Arts, entertainment, & recreation",71,7472
39049,Accommodation & foodservices,72,53933
39049,Other services (except public administration),81,28923
39049,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,14295
39049,Unclassified,99,266
39051,"Agriculture, forestry, fishing, & hunting",11,11
39051,Utilities,22,0
39051,Construction,23,1061
39051,Manufacturing,31,9599
39051,Wholesale trade,42,654
39051,Retail Trade,44,1826
39051,Transportation & Warehousing,48,284
39051,Information,51,81
39051,Finance & insurance,52,417
39051,Real estate & rental & leasing,53,107
39051,"Professional, scientific, & technical services",54,568
39051,Management of companies & enterprises,55,176
39051,Administrative & support & waste management & remediation serv,56,372
39051,Educational services,61,165
39051,Health care & social assistance,62,1944
39051,"Arts, entertainment, & recreation",71,318
39051,Accommodation & foodservices,72,1285
39051,Other services (except public administration),81,656
39051,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39051,Unclassified,99,0
39053,"Agriculture, forestry, fishing, & hunting",11,0
39053,Mining,21,0
39053,Utilities,22,879
39053,Construction,23,407
39053,Manufacturing,31,1003
39053,Wholesale trade,42,296
39053,Retail Trade,44,1713
39053,Transportation & Warehousing,48,175
39053,Information,51,86
39053,Finance & insurance,52,346
39053,Real estate & rental & leasing,53,0
39053,"Professional, scientific, & technical services",54,131
39053,Management of companies & enterprises,55,0
39053,Administrative & support & waste management & remediation serv,56,86
39053,Educational services,61,567
39053,Health care & social assistance,62,2602
39053,"Arts, entertainment, & recreation",71,0
39053,Accommodation & foodservices,72,912
39053,Other services (except public administration),81,234
39053,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39053,Unclassified,99,0
39055,"Agriculture, forestry, fishing, & hunting",11,0
39055,Mining,21,0
39055,Construction,23,2135
39055,Manufacturing,31,10488
39055,Wholesale trade,42,1164
39055,Retail Trade,44,3547
39055,Transportation & Warehousing,48,714
39055,Information,51,0
39055,Finance & insurance,52,576
39055,Real estate & rental & leasing,53,288
39055,"Professional, scientific, & technical services",54,945
39055,Management of companies & enterprises,55,182
39055,Administrative & support & waste management & remediation serv,56,1639
39055,Educational services,61,450
39055,Health care & social assistance,62,3094
39055,"Arts, entertainment, & recreation",71,898
39055,Accommodation & foodservices,72,2274
39055,Other services (except public administration),81,1284
39055,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39055,Unclassified,99,0
39057,"Agriculture, forestry, fishing, & hunting",11,22
39057,Mining,21,0
39057,Utilities,22,0
39057,Construction,23,1520
39057,Manufacturing,31,4635
39057,Wholesale trade,42,1405
39057,Retail Trade,44,9178
39057,Transportation & Warehousing,48,689
39057,Information,51,647
39057,Finance & insurance,52,1132
39057,Real estate & rental & leasing,53,405
39057,"Professional, scientific, & technical services",54,6054
39057,Management of companies & enterprises,55,624
39057,Administrative & support & waste management & remediation serv,56,2046
39057,Educational services,61,3152
39057,Health care & social assistance,62,5386
39057,"Arts, entertainment, & recreation",71,779
39057,Accommodation & foodservices,72,5827
39057,Other services (except public administration),81,2100
39057,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,238
39057,Unclassified,99,23
39059,"Agriculture, forestry, fishing, & hunting",11,0
39059,Mining,21,275
39059,Utilities,22,62
39059,Construction,23,510
39059,Manufacturing,31,3170
39059,Wholesale trade,42,432
39059,Retail Trade,44,1657
39059,Transportation & Warehousing,48,234
39059,Information,51,233
39059,Finance & insurance,52,325
39059,Real estate & rental & leasing,53,117
39059,"Professional, scientific, & technical services",54,209
39059,Management of companies & enterprises,55,152
39059,Administrative & support & waste management & remediation serv,56,1011
39059,Educational services,61,0
39059,Health care & social assistance,62,2232
39059,"Arts, entertainment, & recreation",71,94
39059,Accommodation & foodservices,72,1592
39059,Other services (except public administration),81,459
39059,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39059,Unclassified,99,12
39061,"Agriculture, forestry, fishing, & hunting",11,0
39061,Mining,21,0
39061,Utilities,22,0
39061,Construction,23,24914
39061,Manufacturing,31,72796
39061,Wholesale trade,42,38134
39061,Retail Trade,44,59875
39061,Transportation & Warehousing,48,15381
39061,Information,51,17168
39061,Finance & insurance,52,32122
39061,Real estate & rental & leasing,53,8948
39061,"Professional, scientific, & technical services",54,37324
39061,Management of companies & enterprises,55,21421
39061,Administrative & support & waste management & remediation serv,56,45798
39061,Educational services,61,10506
39061,Health care & social assistance,62,74352
39061,"Arts, entertainment, & recreation",71,6570
39061,Accommodation & foodservices,72,41955
39061,Other services (except public administration),81,22690
39061,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,9633
39061,Unclassified,99,0
39063,"Agriculture, forestry, fishing, & hunting",11,0
39063,Mining,21,0
39063,Utilities,22,130
39063,Construction,23,938
39063,Manufacturing,31,12538
39063,Wholesale trade,42,1250
39063,Retail Trade,44,5214
39063,Transportation & Warehousing,48,1240
39063,Information,51,943
39063,Finance & insurance,52,896
39063,Real estate & rental & leasing,53,456
39063,"Professional, scientific, & technical services",54,787
39063,Management of companies & enterprises,55,2124
39063,Administrative & support & waste management & remediation serv,56,1652
39063,Educational services,61,937
39063,Health care & social assistance,62,3518
39063,"Arts, entertainment, & recreation",71,247
39063,Accommodation & foodservices,72,3344
39063,Other services (except public administration),81,1955
39063,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,1726
39063,Unclassified,99,0
39065,"Agriculture, forestry, fishing, & hunting",11,0
39065,Mining,21,56
39065,Utilities,22,53
39065,Construction,23,221
39065,Manufacturing,31,2426
39065,Wholesale trade,42,180
39065,Retail Trade,44,1118
39065,Transportation & Warehousing,48,0
39065,Information,51,126
39065,Finance & insurance,52,197
39065,Real estate & rental & leasing,53,0
39065,"Professional, scientific, & technical services",54,86
39065,Management of companies & enterprises,55,0
39065,Administrative & support & waste management & remediation serv,56,190
39065,Educational services,61,0
39065,Health care & social assistance,62,805
39065,"Arts, entertainment, & recreation",71,0
39065,Accommodation & foodservices,72,666
39065,Other services (except public administration),81,328
39065,Unclassified,99,0
39067,"Agriculture, forestry, fishing, & hunting",11,0
39067,Mining,21,349
39067,Utilities,22,0
39067,Construction,23,119
39067,Manufacturing,31,1067
39067,Wholesale trade,42,187
39067,Retail Trade,44,345
39067,Transportation & Warehousing,48,109
39067,Information,51,0
39067,Finance & insurance,52,0
39067,Real estate & rental & leasing,53,0
39067,"Professional, scientific, & technical services",54,64
39067,Administrative & support & waste management & remediation serv,56,19
39067,Educational services,61,0
39067,Health care & social assistance,62,507
39067,"Arts, entertainment, & recreation",71,51
39067,Accommodation & foodservices,72,225
39067,Other services (except public administration),81,135
39067,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39067,Unclassified,99,0
39069,"Agriculture, forestry, fishing, & hunting",11,0
39069,Mining,21,0
39069,Utilities,22,0
39069,Construction,23,510
39069,Manufacturing,31,3683
